"protein","clstr","name"
"WP_005875075.1",19873,"MULTISPECIES DUF1905 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214705332.1",19874,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_117492668.1",19875,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM PHDYEFM FAMILY ANTITOXIN BACTERIA"
"WP_003625288.1",19876,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELBDINJ FAMILY ANTITOXIN BACTERIA"
"WP_214709139.1",19877,"MULTISPECIES YTZHLIKE FAMILY PROTEIN BACTERIA"
"WP_177952505.1",19878,"MULTISPECIES DUF3892 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214728824.1",19879,"MULTISPECIES PETROBACTIN BIOSYNTHESIS PROTEIN ASBD BACTERIA"
"WP_004902250.1",19880,"MULTISPECIES DUF1778 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142447355.1",19881,"MULTISPECIES DUF5052 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_005807124.1",19882,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_022880006.1",19883,"MULTISPECIES ACYLPHOSPHATASE BACTERIA"
"WP_022992990.1",19884,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_047035512.1",19885,"MULTISPECIES YLBG FAMILY PROTEIN BACTERIA"
"WP_000093040.1",19886,"MULTISPECIES COPG FAMILY RIBBONHELIXHELIX PROTEIN BACTERIA"
"WP_153163759.1",19887,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_048044186.1",19888,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM HICA FAMILY TOXIN BACTERIA"
"WP_142434898.1",19889,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_167482523.1",19890,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142589454.1",19891,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_116857887.1",19892,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007271584.1",19893,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_151940620.1",19894,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007054812.1",19895,"MULTISPECIES ARC FAMILY DNABINDING PROTEIN BACTERIA"
"WP_010714130.1",19896,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214723275.1",19897,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_006680372.1",19898,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_071548302.1",19899,"MULTISPECIES CHAPERONE NAPD BACTERIA"
"WP_000615983.1",19900,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM MRNA INTERFERASE TOXIN YAFQ BACTERIA"
"WP_003301474.1",19901,"MULTISPECIES DUF3509 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002371763.1",19902,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_074151503.1",19903,"MULTISPECIES MARR FAMILY TRANSCRIPTIONAL REGULATOR PARTIAL BACTERIA"
"WP_010708504.1",19904,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_020826183.1",19905,"MULTISPECIES ACYLPHOSPHATASE BACTERIA"
"WP_024629327.1",19906,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015649667.1",19907,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_049520671.1",19908,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_031422288.1",19909,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001816272.1",19910,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_164213718.1",19911,"MULTISPECIES DUF6522 FAMILY PROTEIN BACTERIA"
"WP_136675197.1",19912,"MULTISPECIES F0F1 ATP SYNTHASE SUBUNIT C BACTERIA"
"WP_002518912.1",19913,"MULTISPECIES ATPZATPI FAMILY PROTEIN BACTERIA"
"WP_002520134.1",19914,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002590570.1",19915,"MULTISPECIES DUF4315 FAMILY PROTEIN BACTERIA"
"WP_230032635.1",19916,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021565938.1",19917,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001098596.1",19918,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_185933174.1",19919,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_163871897.1",19920,"MULTISPECIES NIFU FAMILY PROTEIN BACTERIA"
"WP_000108755.1",19921,"MULTISPECIES TIGR04197 FAMILY TYPE VII SECRETION EFFECTOR BACTERIA"
"WP_153163817.1",19922,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_149875428.1",19923,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000401453.1",19924,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214709006.1",19925,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_211782150.1",19926,"MULTISPECIES DUF5327 FAMILY PROTEIN BACTERIA"
"WP_006680361.1",19927,"MULTISPECIES VRRNUC DOMAINCONTAINING PROTEIN BACTERIA"
"WP_049106704.1",19928,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_021511237.1",19929,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_014069927.1",19930,"MULTISPECIES BIOFILM DEVELOPMENT REGULATOR YMGBARIR FAMILY PROTEIN BACTERIA"
"WP_214726752.1",19931,"MULTISPECIES EUTNCCML FAMILY MICROCOMPARTMENT PROTEIN BACTERIA"
"WP_096741228.1",19932,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015983706.1",19933,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024630486.1",19934,"MULTISPECIES YXCD FAMILY PROTEIN BACTERIA"
"WP_214726883.1",19935,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_059764979.1",19936,"MULTISPECIES PTS TRANSPORTER SUBUNIT EIIB BACTERIA"
"WP_130268693.1",19937,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015979526.1",19938,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002322511.1",19939,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015984160.1",19940,"MULTISPECIES DUF2523 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_021511244.1",19941,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_031611837.1",19942,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726481.1",19943,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214723433.1",19944,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142437524.1",19945,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_005655086.1",19946,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_059761507.1",19947,"MULTISPECIES POLYHYDROXYALKANOIC ACID SYSTEM FAMILY PROTEIN BACTERIA"
"WP_142434794.1",19948,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706407.1",19949,"MULTISPECIES SPORE GERMINATION PROTEIN BACTERIA"
"WP_005606727.1",19950,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214724107.1",19951,"MULTISPECIES DUF2188 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_019725129.1",19952,"MULTISPECIES TXEYOEB FAMILY ADDICTION MODULE TOXIN BACTERIA"
"WP_001141270.1",19953,"MULTISPECIES FORMALDEHYDERESPONSIVE TRANSCRIPTIONAL REPRESSOR FRMR BACTERIA"
"WP_011117266.1",19954,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004178136.1",19955,"MULTISPECIES MERCURY RESISTANCE SYSTEM PERIPLASMIC BINDING PROTEIN MERP BACTERIA"
"WP_083856965.1",19956,"MULTISPECIES YLXR FAMILY PROTEIN BACTERIA"
"WP_037470143.1",19957,"MULTISPECIES BRNT FAMILY TOXIN BACTERIA"
"WP_216577109.1",19958,"MULTISPECIES AMINOTRANSFERASE CLASS IV PARTIAL BACTERIA"
"WP_007442402.1",19959,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELEPARE FAMILY TOXIN BACTERIA"
"WP_148395648.1",19960,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_121449845.1",19961,"MULTISPECIES DUF1488 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_166564672.1",19962,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015881289.1",19963,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142689103.1",19964,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_048260929.1",19965,"MULTISPECIES MEMBRANE PROTEIN BACTERIA"
"WP_070503766.1",19966,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_152936121.1",19967,"MULTISPECIES CBS DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_214722491.1",19968,"MULTISPECIES DUF2619 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_003098204.1",19969,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_147712313.1",19970,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_144326955.1",19971,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_128427758.1",19972,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_073125191.1",19973,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_006209456.1",19974,"MULTISPECIES STAGE VI SPORULATION PROTEIN F BACTERIA"
"WP_214726289.1",19975,"MULTISPECIES SMALL ACIDSOLUBLE SPORE PROTEIN ALPHABETA TYPE BACTERIA"
"WP_110065804.1",19976,"MULTISPECIES YLBG FAMILY PROTEIN BACTERIA"
"WP_000557557.1",19977,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000948310.1",19978,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_114488334.1",19979,"MULTISPECIES VRRNUC DOMAINCONTAINING PROTEIN BACTERIA"
"WP_008212490.1",19980,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_198482729.1",19981,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_168353967.1",19982,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214707040.1",19983,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_079349196.1",19984,"MULTISPECIES PHOSPHOPANTETHEINEBINDING PROTEIN BACTERIA"
"WP_214707530.1",19985,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142437696.1",19986,"MULTISPECIES DNABINDING PROTEIN BACTERIA"
"WP_002360793.1",19987,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142430924.1",19988,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007445714.1",19989,"MULTISPECIES DUF2849 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_003284707.1",19990,"MULTISPECIES GIYYIG NUCLEASE FAMILY PROTEIN BACTERIA"
"WP_070504781.1",19991,"MULTISPECIES DUF2187 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_005679475.1",19992,"MULTISPECIES DUF4099 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142421713.1",19993,"MULTISPECIES TRAM RECOGNITION DOMAINCONTAINING PROTEIN BACTERIA"
"WP_066853358.1",19994,"MULTISPECIES DUF1844 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_123244446.1",19995,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_119843630.1",19996,"MULTISPECIES ACYLPHOSPHATASE BACTERIA"
"WP_017689071.1",19997,"MULTISPECIES WXG100 FAMILY TYPE VII SECRETION TARGET BACTERIA"
"WP_008620862.1",19998,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004114569.1",19999,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_221929566.1",20000,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021428194.1",20001,"MULTISPECIES KOW DOMAINCONTAINING RNABINDING PROTEIN BACTERIA"
"WP_142961660.1",20002,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004105744.1",20003,"MULTISPECIES OXIDATIVE DAMAGE PROTECTION PROTEIN BACTERIA"
"WP_000509002.1",20004,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001831396.1",20005,"MULTISPECIES METALSENSING TRANSCRIPTIONAL REPRESSOR BACTERIA"
"WP_153163823.1",20006,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002290188.1",20007,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_079351234.1",20008,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001295389.1",20009,"MULTISPECIES YTCA FAMILY LIPOPROTEIN BACTERIA"
"WP_024633707.1",20010,"MULTISPECIES VEG FAMILY PROTEIN BACTERIA"
"WP_002489535.1",20011,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_066026340.1",20012,"MULTISPECIES TCPD FAMILY MEMBRANE PROTEIN BACTERIA"
"WP_002287723.1",20013,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_192486536.1",20014,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_218813265.1",20015,"MULTISPECIES FLAVODOXIN DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_000187070.1",20016,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_095038416.1",20017,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELEPARE FAMILY TOXIN BACTERIA"
"WP_026674107.1",20018,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_130083063.1",20019,"MULTISPECIES TYPE B 50S RIBOSOMAL PROTEIN L31 BACTERIA"
"WP_142427884.1",20020,"MULTISPECIES DEGTDNRJERYC1STRS FAMILY AMINOTRANSFERASE BACTERIA"
"WP_135033379.1",20021,"MULTISPECIES CELL DIVISION PROTEIN FTSB BACTERIA"
"WP_104888465.1",20022,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_076928105.1",20023,"MULTISPECIES CD3324 FAMILY PROTEIN BACTERIA"
"WP_016039625.1",20024,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000125721.1",20025,"MULTISPECIES HTH DOMAINCONTAINING PROTEIN BACTERIA"
"WP_004327436.1",20026,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM YOEB FAMILY TOXIN BACTERIA"
"WP_036667200.1",20027,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_043977016.1",20028,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_131622941.1",20029,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_080917370.1",20030,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_029602870.1",20031,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024633102.1",20032,"MULTISPECIES HPR FAMILY PHOSPHOCARRIER PROTEIN BACTERIA"
"WP_004941292.1",20033,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002950398.1",20034,"MULTISPECIES DUF3165 FAMILY PROTEIN BACTERIA"
"WP_149536375.1",20035,"MULTISPECIES VIRB3 FAMILY TYPE IV SECRETION SYSTEM PROTEIN BACTERIA"
"WP_000024171.1",20036,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_240054384.1",20037,"MULTISPECIES PREVENTHOSTDEATH PROTEIN BACTERIA"
"WP_070927478.1",20038,"MULTISPECIES ARYLSULFATASE REGULATOR BACTERIA"
"WP_193180062.1",20039,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_073191524.1",20040,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELEPARE FAMILY TOXIN BACTERIA"
"WP_118080102.1",20041,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_208229010.1",20042,"MULTISPECIES WINGED HELIXTURNHELIX DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_015060051.1",20043,"MULTISPECIES MBED FAMILY MOBILIZATIONEXCLUSION PROTEIN BACTERIA"
"WP_142434720.1",20044,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000405651.1",20045,"MULTISPECIES GNAT FAMILY NACETYLTRANSFERASE BACTERIA"
"WP_017691362.1",20046,"MULTISPECIES HU FAMILY DNABINDING PROTEIN BACTERIA"
"WP_004187204.1",20047,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_072056281.1",20048,"MULTISPECIES OGRDELTALIKE ZINC FINGER FAMILY PROTEIN BACTERIA"
"WP_163874205.1",20049,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021003069.1",20050,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016179365.1",20051,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_085108257.1",20052,"MULTISPECIES DUF2829 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_130054132.1",20053,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_151877722.1",20054,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705528.1",20055,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002326825.1",20056,"MULTISPECIES ANTITOXIN BACTERIA"
"WP_103722441.1",20057,"MULTISPECIES TYPE II SECRETION SYSTEM MINOR PSEUDOPILIN GSPJ PARTIAL BACTERIA"
"WP_029602999.1",20058,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024632294.1",20059,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002358307.1",20060,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003420563.1",20061,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_066856535.1",20062,"MULTISPECIES AMPHITRP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_154398347.1",20063,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_130139051.1",20064,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214703864.1",20065,"MULTISPECIES YLMCYMXH FAMILY SPORULATION PROTEIN BACTERIA"
"WP_205966421.1",20066,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000356489.1",20067,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_213881979.1",20068,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_002918431.1",20069,"MULTISPECIES PTS PHOSPHOCARRIER PROTEIN NPR BACTERIA"
"WP_009294834.1",20070,"MULTISPECIES CARBAMOYL PHOSPHATE SYNTHASE LARGE SUBUNIT BACTERIA"
"WP_003098380.1",20071,"MULTISPECIES PHAGE HOLIN FAMILY PROTEIN BACTERIA"
"WP_003878814.1",20072,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001207634.1",20073,"MULTISPECIES DUF3811 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_012726231.1",20074,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002362409.1",20075,"MULTISPECIES LTRD BACTERIA"
"WP_214729315.1",20076,"MULTISPECIES DUF1294 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_182260823.1",20077,"MULTISPECIES LPTFLPTG FAMILY PERMEASE PARTIAL BACTERIA"
"WP_003435125.1",20078,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004352675.1",20079,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_144725534.1",20080,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003232665.1",20081,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015881403.1",20082,"MULTISPECIES FLAGELLAR BIOSYNTHESIS PROTEIN FLIQ BACTERIA"
"WP_015969416.1",20083,"MULTISPECIES ASIA ANTISIGMA 70 PROTEIN BACTERIA"
"WP_066296898.1",20084,"MULTISPECIES DNADIRECTED RNA POLYMERASE SUBUNIT BETA BACTERIA"
"WP_004328668.1",20085,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706421.1",20086,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214734695.1",20087,"MULTISPECIES ACYLPHOSPHATASE BACTERIA"
"WP_024630585.1",20088,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_049108061.1",20089,"MULTISPECIES 2FE2SBINDING PROTEIN BACTERIA"
"WP_133677740.1",20090,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_013013692.1",20091,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_067940226.1",20092,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_125659300.1",20093,"MULTISPECIES 30S RIBOSOMAL PROTEIN S17 BACTERIA"
"WP_002593556.1",20094,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_114137983.1",20095,"MULTISPECIES AUTOTRANSPORTER DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_207736871.1",20096,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELEPARE FAMILY TOXIN BACTERIA"
"WP_000160399.1",20097,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_075085914.1",20098,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_002406922.1",20099,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705376.1",20100,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_129984673.1",20101,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003127889.1",20102,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000849731.1",20103,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_070544383.1",20104,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_204373691.1",20105,"MULTISPECIES VOC FAMILY PROTEIN BACTERIA"
"WP_144725436.1",20106,"MULTISPECIES ACYLPHOSPHATASE BACTERIA"
"WP_214706419.1",20107,"MULTISPECIES MOADTHIS FAMILY PROTEIN BACTERIA"
"WP_113077774.1",20108,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_124793547.1",20109,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_147504182.1",20110,"MULTISPECIES TETRATRICOPEPTIDE REPEAT PROTEIN BACTERIA"
"WP_153170255.1",20111,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_167861822.1",20112,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_025906309.1",20113,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004328747.1",20114,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_138301788.1",20115,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELBDINJ FAMILY ANTITOXIN BACTERIA"
"WP_024630262.1",20116,"MULTISPECIES 30S RIBOSOMAL PROTEIN S15 BACTERIA"
"WP_001514225.1",20117,"MULTISPECIES DUF826 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_033967013.1",20118,"MULTISPECIES METALSENSING TRANSCRIPTIONAL REPRESSOR BACTERIA"
"WP_010717545.1",20119,"MULTISPECIES TXEYOEB FAMILY ADDICTION MODULE TOXIN BACTERIA"
"WP_142422307.1",20120,"MULTISPECIES BACTERIOCIN IMMUNITY PROTEIN BACTERIA"
"WP_010739601.1",20121,"MULTISPECIES IREB FAMILY REGULATORY PHOSPHOPROTEIN BACTERIA"
"WP_017691248.1",20122,"MULTISPECIES HPR FAMILY PHOSPHOCARRIER PROTEIN BACTERIA"
"WP_130082957.1",20123,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726020.1",20124,"MULTISPECIES YFHJ FAMILY PROTEIN BACTERIA"
"WP_022631531.1",20125,"MULTISPECIES REPLICATION REGULATORY PROTEIN REPA BACTERIA"
"WP_018466048.1",20126,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_033781498.1",20127,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_020884569.1",20128,"MULTISPECIES DUF1471 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_034872731.1",20129,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_131620788.1",20130,"MULTISPECIES DUF6489 FAMILY PROTEIN BACTERIA"
"WP_002467118.1",20131,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001295263.1",20132,"MULTISPECIES YIHD FAMILY PROTEIN BACTERIA"
"WP_002403536.1",20133,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_114488607.1",20134,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725550.1",20135,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_049478307.1",20136,"MULTISPECIES YLBG FAMILY PROTEIN BACTERIA"
"WP_036853163.1",20137,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_130083022.1",20138,"MULTISPECIES DUF167 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_071886589.1",20139,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_015995916.1",20140,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024628770.1",20141,"MULTISPECIES PROSIGMAK PROCESSING INHIBITOR BOFA FAMILY PROTEIN BACTERIA"
"WP_214727091.1",20142,"MULTISPECIES PHAGE HOLIN FAMILY PROTEIN BACTERIA"
"WP_024628405.1",20143,"MULTISPECIES YGGT FAMILY PROTEIN BACTERIA"
"WP_024628856.1",20144,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705793.1",20145,"MULTISPECIES DUF1292 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_103321345.1",20146,"MULTISPECIES DUF2798 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_131216531.1",20147,"MULTISPECIES HPR FAMILY PHOSPHOCARRIER PROTEIN BACTERIA"
"WP_008766439.1",20148,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_019293319.1",20149,"MULTISPECIES CHORISMATE MUTASE BACTERIA"
"WP_008761978.1",20150,"MULTISPECIES 30S RIBOSOMAL PROTEIN S15 BACTERIA"
